EMPID,AGE,GRADE,Distance_From_Home_KM,TENURE_YRS,Grade_Numeric,Age_Tenure_Factor,Dist_Bin,Status,Resignation_Month_No,Resignation_Month_Name,Grade_Code,ZONE,MAIN_GROUP,Home_Location,Work_Location,RF_Probability,Regression_Probability,Attrition_Risk_Percentage,Risk_Level,ER manager ID
188794,38,ALT,505,13.2,9,501.6,3,Active,,,0,West,Retail Banking Group,Agra,Jodhpur,0,0.78,34.77,Low,1111
124840,25,DMII,1044,4.3,5,129.6,3,Active,,,5,South,Retail Banking Group,Lucknow,Visakhapatnam,0,0.86,97.46922260802118,High,9999
573368,25,AMII,325,4.6,3,228.8,3,Active,,,2,East,Transaction Banking,Ranchi,Cuttack,73,3.11,93.65894120330329,High,7777
318627,45,ALT,232,13.1,9,589.5,3,Active,,,0,West,Transaction Banking,Mumbai,Surat,0,0.73,35.9,Low,4444
799846,51,MMII,1687,6.2,7,316.2,3,Active,,,7,South,Wholesale Banking,Kolkata,Mysore,0,1.8,41.89,Medium,6666
441176,30,SO,716,0.7,1,280.6,3,Active,,,8,West,Retail Banking Group,Agra,Ahmedabad,0,8.16,40.18,Medium,2222
900951,28,AMI,1095,6.5,2,182.0,3,Active,,,1,West,Wholesale Banking,Hyderabad,Jaipur,1,11.93,67.92271976810694,Medium,7777
217472,57,MMII,397,7.9,7,450.3,3,Active,,,7,North,Retail Banking Group,Noida,Lucknow,0,0.84,35.84,Low,2222
427014,25,SO,920,2.0,1,98.0,1,Active,,,8,West,Retail Banking Group,Jaipur,Mumbai,0,2.91,20.68,Low,8888
667311,22,AMI,505,1.5,2,54.0,3,Active,,,1,West,Operations Group,Hyderabad,Pune,0,4.23,23.83,Low,8888
469175,29,DMII,559,4.5,5,202.5,2,Active,,,5,South,Retail Banking Group,Kochi,Chennai,0,0.8,87.13512098248538,High,1111
513283,32,SO,1182,1.0,1,201.6,3,Active,,,8,South,Retail Banking Group,Agra,Visakhapatnam,0,4.47,25.7,Low,8888
261323,27,DMII,1956,4.7,5,404.7,3,Active,,,5,North,Operations Group,Coimbatore,Delhi,0,2.95,86.58957133597713,High,2222
550020,41,MMI,540,7.3,6,299.3,3,Active,,,6,West,Retail Banking Group,Jaipur,Ahmedabad,0,2.53,37.28,Low,6666
839465,47,DMII,979,0.9,5,225.6,3,Active,,,5,North,Operations Group,Ranchi,Noida,0,2.67,44.54,Medium,1111
581172,25,DMI,1151,6.7,4,167.5,3,Active,,,4,West,Retail Banking Group,Gurgaon,Pune,0,4.72,43.55,Medium,5555
547211,28,DMI,1843,1.1,4,59.8,2,Active,,,4,East,Retail Banking Group,Ranchi,Kolkata,0,1.46,65.75238255529035,Medium,7777
860456,57,DMI,706,3.9,4,222.3,3,Active,,,4,East,Retail Banking Group,Nagpur,Bhubaneswar,0,1.41,48.96,Medium,1111
990697,51,ALT,1170,14.4,9,734.4,3,Active,,,0,North,Operations Group,Pune,Noida,0,0.72,35.67,Low,2222
567421,45,CM,425,8.4,8,378.0,3,Active,,,3,North,Credit,Gurgaon,Lucknow,0,1.02,34.32,Low,7777
107866,24,SO,1739,0.3,1,10.8,3,Active,,,8,North,Retail Banking Group,Bangalore,Delhi,0,3.84,32.27,Low,6666
262877,32,DMI,1809,6.3,4,201.6,3,Active,,,4,South,Wholesale Banking,Lucknow,Coimbatore,0,2.09,17.63,Low,3333
953833,37,CM,1101,7.9,8,292.3,3,Active,,,3,South,Retail Banking Group,Mumbai,Visakhapatnam,0,1.45,49.0,Medium,2222
978259,47,CM,2913,1.6,8,310.2,3,Active,,,3,South,Retail Banking Group,Ludhiana,Madurai,0,0.65,72.42097839606858,Medium,4444
826258,28,AMII,1723,2.9,3,81.2,3,Active,,,2,North,Credit,Bangalore,Gurgaon,0,2.64,46.54,Medium,3333
683727,39,DMI,1354,4.0,4,156.0,3,Active,,,4,West,Retail Banking Group,Bhubaneswar,Surat,0,2.31,45.44,Medium,7777
687290,29,SO,1453,0.2,1,235.2,3,Active,,,8,East,Credit,Mumbai,Patna,0,4.81,48.55,Medium,8888
520112,29,SO,397,1.9,1,55.1,3,Active,,,8,North,Credit,Noida,Lucknow,0,8.95,21.29,Low,2222
223217,51,DMII,1742,2.9,5,147.9,3,Active,,,5,South,Transaction Banking,Jodhpur,Coimbatore,0,0.82,14.13,Low,7777
892842,52,DMI,1581,6.1,4,317.2,3,Active,,,4,South,Retail Banking Group,Lucknow,Bangalore,0,2.2,24.81,Low,8888
540193,39,MMII,1311,7.5,7,225.0,3,Active,,,7,North,Transaction Banking,Kolkata,Gurgaon,0,0.65,19.66,Low,6666
947663,28,AMI,869,0.1,2,5.0,2,Active,,,1,North,Retail Banking Group,Cuttack,Lucknow,0,1.81,34.18,Low,6666
665305,24,SO,1089,0.8,1,19.2,3,Active,,,8,South,Retail Banking Group,Agra,Hyderabad,0,10.97,30.61,Low,1111
150490,51,CM,1104,5.9,8,300.9,3,Active,,,3,West,Retail Banking Group,Kanpur,Pune,0,0.75,25.92,Low,4444
991900,33,DMII,2020,2.8,5,92.4,3,Active,,,5,South,Transaction Banking,Siliguri,Mysore,0,1.04,21.43,Low,1111
350818,22,SO,989,1.9,1,90.2,3,Active,,,8,South,Retail Banking Group,Pune,Kochi,0,8.23,31.92,Low,4444
616406,25,AMI,1980,0.6,2,279.5,3,Active,,,1,North,Transaction Banking,Gurgaon,Gurgaon,0,4.26,52.86982082125055,Medium,2222
514240,38,ALT,1304,10.9,9,414.2,3,Active,,,0,West,Credit,Patna,Ahmedabad,0,0.55,35.85,Low,5555
730078,38,MMII,3301,1.2,7,158.7,2,Active,,,7,South,Transaction Banking,Kolkata,Bangalore,0,0.64,62.52613203374492,Medium,9999
998897,55,MMII,727,5.7,7,313.5,3,Active,,,7,South,Retail Banking Group,Coimbatore,Hyderabad,0,0.79,45.76,Medium,3333
417383,27,DMI,1261,6.7,4,180.9,3,Active,,,4,East,Credit,Gurgaon,Cuttack,0,4.84,39.71,Low,8888
967183,57,ALT,3279,0.5,9,695.4,3,Active,,,0,North,Credit,Jaipur,Agra,0,0.48,66.61100895226728,Medium,3333
294757,43,CM,2888,0.8,8,313.9,3,Active,,,3,East,Retail Banking Group,Cuttack,Patna,0,0.51,61.67431944313623,Medium,6666
928432,29,SO,1835,0.9,1,280.8,3,Active,,,8,East,Retail Banking Group,Coimbatore,Patna,0,3.37,11.6,Low,4444
153609,29,AMII,1017,1.4,3,58.8,3,Active,,,2,South,Retail Banking Group,Nagpur,Mysore,12,5.32,58.36,Medium,8888
340500,51,DMII,2070,1.6,5,81.6,3,Active,,,5,North,Credit,Mysore,Ludhiana,0,1.81,24.16,Low,6666
766740,23,SO,1413,0.1,1,250.8,3,Active,,,8,West,Retail Banking Group,Coimbatore,Ahmedabad,0,5.33,26.18,Low,8888
463735,27,DMII,128,4.0,5,112.7,3,Active,,,5,South,Wholesale Banking,Bangalore,Mysore,0,1.96,85.90816059768008,High,1111
902682,26,DMII,943,3.2,5,83.2,3,Active,,,5,West,Transaction Banking,Patna,Jaipur,73,2.61,62.63628622254047,Medium,6666
732802,37,MMI,232,7.7,6,284.9,2,Active,,,6,West,Retail Banking Group,Mumbai,Surat,0,0.78,16.44,Low,1111
393670,42,CM,1918,7.1,8,298.2,3,Active,,,3,North,Retail Banking Group,Madurai,Agra,0,0.5,50.4,Medium,1111
910141,27,AMII,1453,4.2,3,233.7,3,Active,,,2,East,Retail Banking Group,Mumbai,Patna,8,3.49,81.76344961727949,High,8888
838375,42,ALT,869,12.5,9,525.0,3,Active,,,0,North,Retail Banking Group,Cuttack,Lucknow,0,1.09,26.69,Low,7777
338183,24,SO,1042,0.7,1,303.6,3,Active,,,8,West,Operations Group,Bangalore,Surat,0,4.2,45.86,Medium,3333
346359,53,MMII,1779,5.8,7,307.4,3,Active,,,7,South,Retail Banking Group,Kolkata,Madurai,0,1.33,40.27,Medium,6666
772332,53,ALT,1402,10.1,9,262.6,3,Active,,,0,West,Transaction Banking,Patna,Pune,0,1.02,51.58,Medium,9999
715729,22,AMI,1723,5.3,2,259.7,3,Active,,,1,South,Retail Banking Group,Gurgaon,Bangalore,0,6.63,41.59,Medium,7777
883094,24,AMI,1679,6.9,2,248.4,3,Active,,,1,South,Wholesale Banking,Lucknow,Mysore,0,7.18,43.89,Medium,3333
976283,45,CM,221,8.8,8,396.0,3,Active,,,3,North,Wholesale Banking,Jaipur,Agra,0,1.15,38.96,Low,6666
108752,26,DMII,490,3.2,5,142.6,3,Active,,,5,West,Operations Group,Delhi,Jodhpur,0,2.56,80.98644084899374,High,4444
350772,54,DMI,761,2.6,4,140.4,3,Active,,,4,East,Transaction Banking,Bhubaneswar,Siliguri,0,3.32,54.5,Medium,3333
310969,32,AMII,2930,1.5,3,112.0,3,Active,,,2,West,Retail Banking Group,Kolkata,Surat,0,2.69,58.394367101868966,Medium,9999
565777,46,MMII,953,8.9,7,267.0,3,Active,,,7,West,Retail Banking Group,Jaipur,Pune,0,2.13,25.17,Low,2222
441797,27,SO,1261,0.3,1,11.1,3,Active,,,8,East,Retail Banking Group,Gurgaon,Cuttack,0,6.15,43.09371606507798,Medium,1111
593362,28,AMII,1742,3.5,3,286.0,3,Active,,,2,North,Retail Banking Group,Chennai,Gurgaon,3,2.81,89.91237463621873,High,2222
298423,39,MMI,1151,3.1,6,120.9,3,Active,,,6,West,Retail Banking Group,Gurgaon,Pune,0,0.98,44.23,Medium,7777
763439,28,DMI,779,4.8,4,110.4,3,Active,,,4,West,Retail Banking Group,Noida,Ahmedabad,0,4.01,52.03,Medium,1111
139050,50,MMII,1080,9.7,7,485.0,3,Active,,,7,South,Retail Banking Group,Mumbai,Kochi,0,0.65,35.59,Low,6666
606008,38,DMI,1607,7.9,4,300.2,2,Active,,,4,West,Retail Banking Group,Chennai,Jaipur,0,1.72,26.78,Low,7777
492309,39,DMI,1303,6.6,4,257.4,3,Active,,,4,East,Operations Group,Delhi,Kolkata,0,1.99,43.89,Medium,9999
458263,28,DMII,926,0.8,5,170.8,2,Active,,,5,South,Retail Banking Group,Mysore,Visakhapatnam,1,1.17,67.076587200387,Medium,8888
588432,37,ALT,162,11.0,9,407.0,3,Active,,,0,North,Operations Group,Agra,Noida,0,0.43,29.04,Low,6666
108175,24,AMI,2344,3.4,2,125.8,2,Active,,,1,South,Retail Banking Group,Ludhiana,Madurai,0,2.85,36.59,Low,3333
951739,25,AMI,869,6.1,2,292.8,3,Active,,,1,East,Retail Banking Group,Lucknow,Cuttack,0,9.65,55.4,Medium,8888
355271,57,CM,2157,7.2,8,410.4,3,Active,,,3,East,Retail Banking Group,Madurai,Siliguri,0,0.32,19.28,Low,7777
134390,28,SO,1481,0.8,1,333.2,3,Active,,,8,South,Transaction Banking,Patna,Chennai,0,8.86,48.89,Medium,3333
567498,23,SO,3499,1.5,1,110.4,3,Active,,,8,North,Credit,Gurgaon,Noida,0,5.01,47.257244251360206,Medium,9999
696793,26,AMII,1559,3.7,3,151.8,3,Active,,,2,South,Credit,Cuttack,Kochi,69,7.03,86.8788906210784,High,2222
849518,27,DMII,2524,4.7,5,49.5,3,Active,,,5,North,Retail Banking Group,Mysore,Delhi,0,1.26,94.49917474737029,High,3333
368373,36,ALT,1541,13.5,9,486.0,3,Active,,,0,South,Retail Banking Group,Bhubaneswar,Kochi,0,0.46,25.74,Low,2222
332926,28,AMI,1892,5.3,2,302.1,3,Active,,,1,East,Retail Banking Group,Madurai,Patna,0,3.03,19.37,Low,1111
154132,22,AMI,210,3.6,2,151.2,3,Active,,,1,West,Retail Banking Group,Gurgaon,Jaipur,0,4.3,37.98,Low,4444
749690,23,AMI,360,1.7,2,91.8,3,Active,,,1,West,Retail Banking Group,Jodhpur,Ahmedabad,0,3.61,23.88,Low,5555
345266,37,DMI,1533,7.0,4,259.0,3,Active,,,4,North,Retail Banking Group,Cuttack,Ludhiana,0,1.81,33.05,Low,6666
877237,24,AMI,1532,4.7,2,112.8,3,Active,,,1,North,Retail Banking Group,Chennai,Lucknow,0,5.84,55.07,Medium,5555
330480,43,ALT,1147,13.3,9,571.9,1,Active,,,0,North,Retail Banking Group,Mumbai,Noida,0,0.34,21.23,Low,1111
245621,30,AMII,1083,1.7,3,51.0,3,Active,,,2,East,Retail Banking Group,Ludhiana,Patna,14,2.85,60.33,Medium,3333
288922,54,CM,1023,5.5,8,121.0,3,Active,,,3,South,Operations Group,Visakhapatnam,Madurai,0,0.51,25.3,Low,1111
268820,28,DMII,1284,3.1,5,11.4,3,Active,,,5,East,Retail Banking Group,Noida,Kolkata,0,1.47,81.78847653803854,High,5555
380937,51,DMI,851,2.3,4,117.3,3,Active,,,4,West,Retail Banking Group,Delhi,Nagpur,0,1.3,7.75,Low,5555
320699,22,AMII,848,7.4,3,377.4,3,Active,,,2,North,Retail Banking Group,Ranchi,Agra,71,7.24,53.0195016242934,Medium,6666
221359,30,SO,0,1.2,1,196.8,3,Active,,,8,South,Transaction Banking,Visakhapatnam,Visakhapatnam,0,12.88,45.34,Medium,8888
573170,27,SO,1646,1.0,1,196.0,3,Active,,,8,West,Retail Banking Group,Chennai,Jodhpur,0,6.32,55.15757117343571,Medium,1111
989830,22,AMI,518,2.6,2,109.2,3,Active,,,1,West,Retail Banking Group,Pune,Ahmedabad,0,4.34,33.93,Low,4444
815229,22,SO,1302,0.4,1,168.0,3,Active,,,8,West,Retail Banking Group,Ranchi,Ahmedabad,0,10.32,31.44,Low,1111
581948,27,AMI,1357,4.8,2,264.0,3,Active,,,1,East,Retail Banking Group,Jaipur,Kolkata,0,2.79,64.79372398323224,Medium,9999
648761,39,MMI,1532,5.5,6,214.5,3,Active,,,6,North,Retail Banking Group,Chennai,Lucknow,0,0.9,7.21,Low,7777
565185,25,AMII,2847,1.3,3,216.0,3,Active,,,2,West,Retail Banking Group,Mysore,Mumbai,77,8.05,49.601488030918354,Medium,7777
752757,25,SO,178,1.0,1,105.0,3,Active,,,8,North,Wholesale Banking,Delhi,Agra,0,4.75,44.64,Medium,5555
398935,27,AMI,739,2.6,2,85.8,3,Active,,,1,East,Retail Banking Group,Lucknow,Siliguri,0,4.0,22.23,Low,7777
539248,49,MMII,1196,5.5,7,269.5,3,Active,,,7,West,Retail Banking Group,Chennai,Surat,0,1.36,32.08,Low,2222
310056,41,CM,1250,6.6,8,270.6,3,Active,,,3,East,Retail Banking Group,Jaipur,Siliguri,0,1.44,34.34,Low,4444
347285,38,MMII,901,8.9,7,338.2,3,Active,,,7,East,Retail Banking Group,Visakhapatnam,Patna,0,2.58,29.81,Low,7777
250825,47,DMI,937,7.3,4,343.1,3,Active,,,4,North,Retail Banking Group,Surat,Delhi,0,4.9,46.42,Medium,3333
774048,27,AMII,790,2.4,3,64.8,3,Active,,,2,West,Operations Group,Lucknow,Jodhpur,25,3.25,60.68,Medium,2222
122502,49,CM,324,6.4,8,192.0,3,Active,,,3,East,Wholesale Banking,Kolkata,Ranchi,0,1.46,49.39,Medium,2222
638026,26,AMII,706,5.0,3,255.6,3,Active,,,2,West,Retail Banking Group,Bhubaneswar,Nagpur,80,8.07,81.17982421256649,High,1111
495289,26,DMI,1311,2.1,4,54.6,3,Active,,,4,North,Retail Banking Group,Kolkata,Gurgaon,0,1.77,51.676050362024895,Medium,5555
533285,31,DMI,343,4.6,4,142.6,3,Active,,,4,East,Retail Banking Group,Ranchi,Bhubaneswar,0,3.76,28.27,Low,6666
451709,30,AMI,416,1.5,2,64.5,3,Active,,,1,North,Credit,Lucknow,Delhi,0,6.06,28.92,Low,6666
779968,30,AMII,1282,5.3,3,159.0,3,Active,,,2,West,Retail Banking Group,Kochi,Nagpur,7,4.05,52.21,Medium,9999
945135,26,AMII,839,0.4,3,19.2,3,Active,,,2,West,Retail Banking Group,Gurgaon,Nagpur,1,1.85,50.61,Medium,4444
573080,43,DMI,873,2.7,4,116.1,3,Active,,,4,North,Retail Banking Group,Cuttack,Kanpur,0,1.61,41.25,Medium,1111
313979,40,ALT,202,11.8,9,472.0,3,Active,,,0,South,Retail Banking Group,Kochi,Madurai,0,1.42,46.4,Medium,6666
552411,54,CM,1196,6.2,8,192.2,3,Active,,,3,East,Retail Banking Group,Bangalore,Bhubaneswar,0,0.99,45.64,Medium,5555
181215,29,DMI,1413,4.9,4,112.7,3,Active,,,4,West,Operations Group,Coimbatore,Ahmedabad,1,4.53,43.52,Medium,6666
163997,23,AMII,914,4.7,3,258.5,3,Active,,,2,West,Wholesale Banking,Gurgaon,Surat,2,2.37,49.17,Medium,3333
746239,36,CM,2157,5.9,8,212.4,3,Active,,,3,East,Retail Banking Group,Madurai,Siliguri,0,0.49,38.48,Low,2222
903034,28,MMI,2529,3.5,6,40.0,3,Active,,,6,North,Retail Banking Group,Ludhiana,Delhi,0,1.03,91.06855844513939,High,6666
642890,52,ALT,371,13.6,9,707.2,3,Active,,,0,North,Retail Banking Group,Noida,Kanpur,0,0.79,28.05,Low,1111
360352,47,MMI,1083,7.1,6,220.1,2,Active,,,6,North,Retail Banking Group,Patna,Ludhiana,0,0.85,29.49,Low,7777
869502,49,DMI,1976,3.8,4,186.2,3,Active,,,4,South,Retail Banking Group,Patna,Kochi,0,5.09,31.52,Low,7777
234709,23,AMII,422,2.7,3,62.1,3,Active,,,2,South,Retail Banking Group,Chennai,Madurai,10,3.29,58.73,Medium,7777
639477,48,DMII,751,6.1,5,292.8,2,Active,,,5,West,Retail Banking Group,Gurgaon,Ahmedabad,0,0.9,18.09,Low,1111
435211,27,DMII,221,6.4,5,172.8,3,Active,,,5,North,Operations Group,Jaipur,Agra,0,2.98,44.7,Medium,4444
716790,55,ALT,864,11.0,9,605.0,3,Active,,,0,East,Retail Banking Group,Gurgaon,Patna,0,0.76,38.41,Low,7777
882137,34,ALT,505,11.7,9,397.8,3,Active,,,0,West,Wholesale Banking,Agra,Jodhpur,0,0.98,34.32,Low,9999
990553,39,CM,1726,5.9,8,230.1,3,Active,,,3,East,Transaction Banking,Mysore,Patna,0,0.83,48.02,Medium,5555
403068,22,AMI,360,0.1,2,4.8,3,Active,,,1,West,Credit,Jodhpur,Ahmedabad,0,5.27,52.11,Medium,2222
944197,41,DMI,2072,4.0,4,164.0,3,Active,,,4,South,Retail Banking Group,Noida,Kochi,0,2.02,29.51,Low,7777
630647,47,MMI,1280,2.9,6,78.3,3,Active,,,6,West,Retail Banking Group,Ranchi,Jodhpur,0,0.79,24.79,Low,1111
610298,39,MMII,1486,9.4,7,366.6,3,Active,,,7,South,Retail Banking Group,Kanpur,Chennai,0,1.63,45.61,Medium,7777
658802,49,ALT,934,14.0,9,686.0,3,Active,,,0,West,Credit,Ludhiana,Ahmedabad,0,0.5,40.61,Medium,6666
737440,27,SO,221,1.2,1,188.1,3,Active,,,8,North,Retail Banking Group,Jaipur,Agra,0,3.18,31.34,Low,7777
116443,28,DMII,881,4.6,5,86.8,3,Active,,,5,East,Retail Banking Group,Lucknow,Bhubaneswar,0,2.25,86.73278896637997,High,3333
845862,27,MMI,2061,4.8,6,249.6,3,Active,,,6,North,Retail Banking Group,Kochi,Gurgaon,0,1.28,89.76810036984274,High,3333
398855,27,AMII,1149,5.9,3,159.3,3,Active,,,2,West,Credit,Coimbatore,Nagpur,8,3.58,64.75,Medium,7777
537376,22,SO,993,1.5,1,151.8,3,Active,,,8,West,Transaction Banking,Visakhapatnam,Pune,0,6.35,42.44,Medium,2222
587799,22,AMII,0,3.7,3,81.4,3,Active,,,2,West,Retail Banking Group,Ahmedabad,Ahmedabad,5,3.36,52.52,Medium,1111
213019,51,CM,1060,6.9,8,351.9,3,Active,,,3,South,Credit,Pune,Madurai,0,1.25,55.84,Medium,9999
737882,50,MMII,250,9.8,7,490.0,3,Active,,,7,East,Retail Banking Group,Ranchi,Patna,0,0.82,42.41,Medium,9999
167754,24,AMI,1418,6.3,2,296.1,3,Active,,,1,East,Retail Banking Group,Madurai,Bhubaneswar,0,10.57,29.16,Low,7777
279030,53,MMII,1800,7.8,7,202.8,3,Active,,,7,West,Retail Banking Group,Siliguri,Mumbai,0,2.51,41.64,Medium,7777
384740,47,CM,1402,8.2,8,385.4,3,Active,,,3,West,Retail Banking Group,Patna,Pune,0,1.12,44.85,Medium,3333
271210,29,MMI,427,4.8,6,243.0,3,Active,,,6,South,Retail Banking Group,Coimbatore,Chennai,0,0.91,93.4739718693269,High,2222
950665,24,SO,1083,1.2,1,107.1,3,Active,,,8,North,Transaction Banking,Patna,Ludhiana,0,7.33,47.02,Medium,7777
162385,50,MMII,19,8.9,7,445.0,3,Active,,,7,North,Retail Banking Group,Delhi,Noida,0,2.07,56.49,Medium,9999
722844,39,MMI,1305,6.3,6,245.7,3,Active,,,6,East,Wholesale Banking,Ludhiana,Siliguri,0,1.01,38.83,Low,1111
997243,48,MMII,1196,9.0,7,225.0,3,Active,,,7,South,Retail Banking Group,Surat,Chennai,0,2.07,35.71,Low,4444
652716,53,CM,422,7.0,8,161.0,2,Active,,,3,West,Retail Banking Group,Hyderabad,Nagpur,0,0.41,26.71,Low,6666
769226,26,MMI,884,4.8,6,16.8,3,Active,,,6,East,Retail Banking Group,Kanpur,Bhubaneswar,0,1.02,88.91644772572968,High,7777
555285,42,MMII,2522,1.1,7,407.4,3,Active,,,7,South,Retail Banking Group,Bhubaneswar,Bangalore,0,1.64,67.16145929257792,Medium,7777
130674,39,MMII,1042,5.9,7,230.1,3,Active,,,7,North,Credit,Mumbai,Agra,0,0.59,42.65,Medium,2222
392621,39,CM,1413,8.7,8,208.8,3,Active,,,3,South,Operations Group,Ahmedabad,Coimbatore,0,0.68,55.57,Medium,4444
337023,26,AMI,244,6.0,2,240.0,3,Active,,,1,North,Operations Group,Kanpur,Agra,0,8.27,29.84,Low,5555
450465,53,MMI,0,7.8,6,413.4,3,Active,,,6,South,Retail Banking Group,Kochi,Kochi,0,0.91,35.24,Low,1111
758353,38,ALT,1213,12.2,9,463.6,3,Active,,,0,East,Wholesale Banking,Bangalore,Cuttack,0,1.47,34.07,Low,1111
722976,23,AMII,162,2.9,3,66.7,1,Active,,,2,North,Retail Banking Group,Agra,Noida,0,1.97,57.85,Medium,3333
532250,34,MMII,1303,9.8,7,333.2,3,Active,,,7,East,Retail Banking Group,Delhi,Kolkata,0,1.01,45.34,Medium,3333
223022,25,SO,609,0.4,1,167.7,3,Active,,,8,East,Retail Banking Group,Kanpur,Ranchi,0,4.93,32.08,Low,8888
161284,53,MMI,1271,7.7,6,408.1,3,Active,,,6,North,Retail Banking Group,Bhubaneswar,Gurgaon,0,1.02,34.71,Low,9999
146805,54,MMII,1944,8.0,7,432.0,3,Active,,,7,North,Operations Group,Kochi,Lucknow,0,0.5,35.57,Low,1111
505620,52,DMI,1463,3.2,4,166.4,3,Active,,,4,West,Wholesale Banking,Bhubaneswar,Jodhpur,0,4.67,26.77,Low,2222
798414,26,AMI,1130,0.9,2,23.4,3,Active,,,1,West,Retail Banking Group,Siliguri,Nagpur,0,3.72,53.09,Medium,2222
530486,32,CM,1176,7.4,8,236.8,3,Active,,,3,West,Retail Banking Group,Lucknow,Pune,0,1.09,48.73,Medium,4444
275406,22,AMII,1976,2.0,3,68.0,3,Active,,,2,East,Retail Banking Group,Kochi,Patna,21,4.61,54.6,Medium,2222
438209,25,AMII,347,4.5,3,226.2,3,Active,,,2,East,Retail Banking Group,Kolkata,Cuttack,74,5.39,82.35750815238382,High,7777
335731,25,DMII,3028,1.4,5,67.5,3,Active,,,5,West,Retail Banking Group,Mysore,Jaipur,0,1.08,49.579409127712445,Medium,9999
138202,32,ALT,1481,12.6,9,403.2,3,Active,,,0,East,Transaction Banking,Chennai,Patna,0,1.06,52.17,Medium,7777
108352,29,DMII,1271,4.7,5,147.5,3,Active,,,5,East,Retail Banking Group,Gurgaon,Bhubaneswar,1,5.06,95.0972471823639,High,6666
482986,42,ALT,1044,13.7,9,575.4,3,Active,,,0,North,Retail Banking Group,Visakhapatnam,Lucknow,0,0.58,26.97,Low,1111
834492,26,AMI,466,6.5,2,227.5,3,Active,,,1,North,Wholesale Banking,Jodhpur,Gurgaon,0,6.19,46.92,Medium,9999
615524,38,MMII,1358,7.8,7,202.8,2,Active,,,7,East,Retail Banking Group,Surat,Cuttack,0,0.68,31.57,Low,5555
407972,42,ALT,845,10.2,9,428.4,3,Active,,,0,West,Retail Banking Group,Bangalore,Mumbai,0,0.89,45.33,Medium,5555
730136,30,AMII,1532,2.0,3,60.0,3,Active,,,2,South,Retail Banking Group,Lucknow,Chennai,9,4.11,53.18,Medium,6666
865567,28,AMI,1357,3.4,2,95.2,1,Active,,,1,West,Transaction Banking,Kolkata,Jaipur,0,2.84,8.67,Low,9999
714989,40,ALT,1255,10.0,9,400.0,3,Active,,,0,South,Retail Banking Group,Delhi,Hyderabad,0,0.86,25.64,Low,8888
503882,24,AMI,1647,0.3,2,7.2,3,Active,,,1,West,Retail Banking Group,Siliguri,Ahmedabad,0,10.42,23.77,Low,8888
282836,27,AMII,490,6.3,3,170.1,3,Active,,,2,North,Retail Banking Group,Jodhpur,Delhi,93,6.7,70.1,Medium,8888
831712,27,SO,1136,0.8,1,85.8,3,Active,,,8,East,Retail Banking Group,Gurgaon,Siliguri,0,7.01,51.35,Medium,1111
992114,26,DMI,1609,5.5,4,143.0,3,Active,,,4,East,Credit,Surat,Kolkata,0,2.33,33.77,Low,1111
851437,56,MMII,2751,0.8,7,414.4,3,Active,,,7,North,Retail Banking Group,Ahmedabad,Gurgaon,0,1.84,68.50185901152415,Medium,8888
409537,54,MMI,403,4.5,6,243.0,3,Active,,,6,South,Retail Banking Group,Mysore,Chennai,0,1.06,40.5,Medium,5555
446993,25,SO,1302,1.1,1,316.8,3,Active,,,8,South,Retail Banking Group,Surat,Kochi,0,9.66,68.51821440812668,Medium,9999
736803,41,ALT,1044,14.6,9,452.6,3,Active,,,0,South,Credit,Lucknow,Visakhapatnam,0,0.52,17.53,Low,2222
345206,41,DMI,609,2.2,4,90.2,3,Active,,,4,North,Retail Banking Group,Ranchi,Kanpur,0,3.98,32.27,Low,9999
428638,42,DMII,1561,0.6,5,25.2,3,Active,,,5,South,Wholesale Banking,Jaipur,Bangalore,0,1.37,42.15,Medium,8888
761317,28,AMI,1547,2.6,2,98.8,3,Active,,,1,North,Operations Group,Kolkata,Ludhiana,0,5.19,35.67,Low,9999
165910,52,CM,962,9.8,8,254.8,3,Active,,,3,West,Retail Banking Group,Kanpur,Surat,0,1.11,39.13,Low,4444
515657,49,CM,1131,5.7,8,279.3,3,Active,,,3,West,Retail Banking Group,Ludhiana,Nagpur,0,0.3,19.85,Low,1111
584735,57,MMI,1104,7.6,6,433.2,3,Active,,,6,North,Retail Banking Group,Pune,Kanpur,0,1.63,40.25,Medium,1111
424390,37,CM,343,5.5,8,165.0,3,Active,,,3,East,Retail Banking Group,Ranchi,Bhubaneswar,0,0.72,40.41,Medium,5555
544254,52,MMII,939,5.5,7,286.0,3,Active,,,7,West,Retail Banking Group,Noida,Surat,0,1.03,47.46,Medium,2222
772092,56,ALT,2072,10.3,9,576.8,3,Active,,,0,South,Retail Banking Group,Noida,Kochi,0,0.78,27.8,Low,8888
243604,26,AMI,390,7.5,2,195.0,3,Active,,,1,North,Retail Banking Group,Delhi,Kanpur,0,17.15,27.06,Low,5555
211051,46,DMII,1559,0.8,5,170.2,3,Active,,,5,South,Retail Banking Group,Cuttack,Kochi,0,1.16,34.13,Low,5555
813600,35,ALT,0,13.8,9,303.6,3,Active,,,0,South,Retail Banking Group,Hyderabad,Hyderabad,0,1.04,26.86,Low,2222
115103,34,MMII,943,8.7,7,295.8,3,Active,,,7,East,Retail Banking Group,Jaipur,Patna,0,2.86,48.32,Medium,7777
294738,45,CM,266,9.5,8,427.5,3,Active,,,3,South,Credit,Kochi,Mysore,0,0.81,42.31,Medium,8888
